Channel_name,Sender_id,Message,Message_date
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@manager_belitsoft,#lookfor #remote #outstaff #fulltime #asap коллеги привет ищем следующих специалистов с разговорным английским в указанных локациях senior computer vision eu georgia senior+ lead front end eu unity developer eu countries ukraine senior blockchain no russiabelarus за подробной информацией по вакансиям обращайтесь пожалуйста в лс @manager_belitsoft,2024-03-14
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@ussuri_east,#available #outstaff #web3 #grafana #dapp всем привет. ищем новые проекты для наших специалистов. готовы выйти asap в поиске исполнителя 1 по web3 и dapp 2 по grafana за подробной информацией @ussuri_east,2024-03-14
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@nikita73ul,друзья добрый день компания норд клан готовы предоставить широкий спектр специалистов и целую команду разработчики java c# net node react vue angular android ios и др аналитики са ба qa qaa ставки высокие приходите в личку с запросами указав компанию которую вы представляете и кого ищите,2024-03-14
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@yuliya_digimatics,#available #fronted #javascript #react #nodejs #java #scala добрый день в компании цифроматика освободились специалисты готовые стартовать на ваши проекты asap ставки обсуждаемы роль javascala грейд senior. локация рф. ставка 3000 рч роль frontend developer. грейд middle. локация рф. ставка 2000 рч роль java. грейд lead. локация рф. ставка смотрим ваши вопросы по резюме пожалуйста направляйте в партнёрский чат или юлииhttpstmeyuliya_digimatics,2024-03-14
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@juli_colfild,#available #разрабство приветствую коллеги свободны следующие специалисты middle frontend developer. стэк git docker html typescript redux cicd vuex gitlab api platform react javascript сss tailwind nextjs jest. опыт работы 2 года. 2250 час flutter developer. стэк git docker sqlite android sdk xcode flutter. опыт работы 5 лет. 2600 час java developer. стэк git docker jira postgresql rabbitmq rest java apache kafka selenium spring html css maven java ee jdbc. опыт работы 5 лет. 3200 час backend developer php. стэк php laravel docker sphinx mssql. опыт работы 6 лет. 1600 час frontend-разработчик. стэк rest api jquery docker ajax json bootstrap jira html5 css3 sass typescript redux gulp js graphql photoshop react figma confluence slack bem nextjs materialui. опыт работы 6 лет. 3500 час подробности - @juli_colfild,2024-03-14
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@zahardes,#outstaff #asp #reactnative #available #python #project освободились сильные и опытные разработчики готовы выйти asap 1 senior react. 5+ лет опыта. english upper- intermediate b2. стэк javascript typescript react. redux mobx html material ui css eslint prettier axios git figma zeplin chrome extension 2 middle+ python developer. 3+ года опыта english intermediate b1 cтек python selenium django java script figma postgresql html css git 3 middle python developer. 3+ года опыта english intermediate b1 cтек python django java script postgresql html css git docker 4 middle uxui дизайнер. 3 года опыта. cтек figma adobe photoshop adobe illustrator adobe after effects uxui tilda story map customer journey map user story. портфолио по запросу 5 project manager. 5 лет опыта. english advanced c1 cv rate - @zahardes,2024-03-14
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@ussuri_east,в поиске специлиста по работе с grafana,2024-03-14
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@Liza_PlaysDev,#available #outstaff #devops #android #playsdev #fulltime #uiux #python #ba #pm #qa #productmanager #aqa #flutter добрый день доступны специалисты по направлениям devops mid mid+ sen android mid python mid mid+ ba mid sen uiux designer mid mid+ sen pm sen qa mid+ product manager mid+sen aqa seniorteam lead flutter mid+ сотрудничаем worldwide за подробной информацией @liza_playsdev,2024-03-14
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@Anetyshka,#available #outstaff #asap #remote #angular #python #java #devops #php #reactnative #net #android #ios hello everyone from getapp group available developers on outstaff no vacancies angular developer nodejs developer python developers java developers devops php developers react native developers net developers android developer ios developer location start asap we dont work with rf and rb rates and cv - @anetyshka,2024-03-14
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@Olesya_Bombelova,#available #outstaff #ux #ui #animation #graphic #web #mobile #java #python #fullstack #android #fulltime всем привет. ищем новые проекты для наших специалистов. готовы выйти asap uxui designer senior рейт 2000 uxui designer middle анимацияmotion design. рейт 1250 uxui designer middle не русскоговорящий. рейт 20 graphic designer junior+. рейт 800 java developer middle рейт 1300 fullstack developer middle+ не русскоговорящий. рейт 25 android developer middle не русскоговорящий. рейт 25 python developer middle не русскоговорящий. рейт 25 data engineermachine learning researcher не русскоговорящий. рейт 2800 подробнее. @olesya_bombelova,2024-03-14
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@ellelusta,#lookfor #lookingfor #sa #analyst #senior всем привет ищем системных аналитиков senior до 2700. готовы рассмотреть повышение. для проекта финтех от 3 месяцев требования высшее образование it профиль опыт работы в качестве системного аналитика от 3-х лет опыт разработки требований для мобильного или web приложения понимание возможных способов интеграций между системами знания и практические навыки работы с rest api навыки проектирования апи знания и практические навыки использования хотя бы одной нотации описания бизнес-процессов понимание и практические навыки разработки модели данных знания предметной области инвестиционный бизнес и финансовые рынки желательно но не обязательно обязанности сбор и формулировка бизнес-требований описание бизнес процессов согласно утвержденным в компании требованиям исследование функциональности поставляемых сервисов на предмет полноты покрытия бизнес-требований формализация требований на доработку функциональности мобильноговеб приложения сопровождение разработки и тестирования авторская приемка разработанного функционала демонстрация готовых решений бизнес-заказчикам присылайте резюме после назначим скоринг на 30 минут @ellelusta,2024-03-14
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@shusha14,#lookfor #lookingfor вітаю на разі у пошуках партнерів з досвідом і гарним порфтоліо мобільної vr розробки за деталями пишіть @shusha14,2024-03-14
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@vovastaver,#outstaff #asp #react #available #python #project #devops освободились сильные и опытные разработчики готовы выйти asap 1 senior react. 5+ лет опыта. english upper- intermediate b2. стэк javascript typescript react. redux mobx html material ui css eslint prettier axios git figma zeplin chrome extension 2 middle+ python developer. 3+ года опыта english intermediate b1 cтек python selenium django java script figma postgresql html css git 3 middle uxui дизайнер. 3 года опыта. cтек figma adobe photoshop adobe illustrator adobe after effects uxui tilda story map customer journey map user story. портфолио по запросу 4 devops engineer. 5+ лет опыта стек linux windows macos mysql postgresql sqlite powershell bash git docker kubernetes reddis rabbitmq github ci vclouddirector huawei manageone cloudian s3aws s3 vmware virtualbox k8s kvm proxmox ansible apache nginx wireshark curl + crontab zabbix 5 devops engineer. 5+ лет опыта. стек linux windows macos mysql postgresql python bash git docker kubernetes reddis rabbitmq gitlab ci cloud director huawei manageone cloudian s3 aws s3 vmware kvm virtualbox zabbix apache nginx wireshark waf thewall veeam cyberprotect k8s haproxy 6 project manager. 5 лет опыта. english advanced c1 cv rate - @vovastaver,2024-03-14
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@DudchenkoOleg,друзья напоминаем про наш текущий бенч все ребята готовы приступить asap олег с react middle+httpsdocsgooglecomdocumentd1vvfd_u0ozxehpxwnfabkqqbggf_ynwiyedit. антон и react+node middle+httpsdocsgooglecomdocumentd1jzuajp8oku3dtvp7ligevzx0khvhm4yodk0bvy58eooedituspsharing. антон х angular middlehttpsdocsgooglecomdocumentd1xh7h-dcdcnuqrr8xq5o96dor5s-hakwvmoax0srohlcedituspsharing владислав н ioshttpsdocsgooglecomdocumentd13wyu_shunbwk8lpivpsyerse76oek4c_dg4oy5ocyj0edit. антон к 3д дизайнер middlehttpsdocsgooglecomdocumentd1ai5t4fs3wwyvkhgm0xgscvkuwntslml2nzg2xgp_upaedituspsharing вячеслав ч 1с разработчик seniorhttpsdocsgooglecomdocumentd1kwj45wnqv4p2bf8rqbtvlyhcn0w-6pyxh7gz2uomsroedituspsharing ставки и cv - @dudchenkooleg,2024-03-14
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@akhsonya,актуальные запросы рнр senior. возраст 22 - 45. локация рфрб. рейт до 2200р angular-разработчик senior. локация рф. опыт от 5 лет ios senior swift+objective-c. локация рфрб. навыки cocoa touch objective-c swift. рейт до 2500 java senior. локация рф посещение офиса в москве не обязательно но желательно несколько раз за проект. рейт 2400 также доступны штатные разработчики астемир к backend-разработчик. опыт 75 лет анна с frontend-разработчик. опыт 145 лет александр с backend-разработчик. опыт 145 лет для детальной информации @akhsonya,2024-03-14
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@andrey_zozuk,#middle #senior #python #designer #outstaff. освободились специалисты по очень хорошим рейтам студия разработки way11httpsway111mydurablecomptnjvmmdliyjcxngnkm2uzyti2nmy0ytk3oje3mtaynjg1mtyunjg5onbyzxzpzxc дата выхода asap python developer middle+ 25+ года опыта локация рф python sql git docker uiux designer middle+ 25+ года опыта локация рф logotype tilda figma notion html css веб-дизайн adobe illustrator adobe photoshop adobe after effect uiux designer middle 3+ года опыта локация рф figma miro adobe illustrator adobe photoshop adobe after effects по вопросам обращаться @andrey_zozuk,2024-03-14
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@nfinashina,#ищу #вакансия #product_analyst компания agima в поиске продуктового аналитика требования. - опыт работы продуктовым аналитиком. - понимание продуктовых метрик и методологий их расчета. - уверенные навыки sql и python. - опыт работы с яндексметрикой firebase. - опыт работы с bigqueryclickhousegreenplum. - опыт работы с powerbilooker studiodatalens. - умение работать в команде scrum jira confluence. - проактивность краткое описание задач. - формировании гипотез по точкам роста продукта и их проверка. - работа с метриками формирование выделение организация. - проектирование и проведение ab тестов анализ результатов. - проведение ad hoc запросов. - представление результатов работы продуктовым командам обучение продуктовых команд использованию метрик для принятия решений за деталями обращаться в лс @nfinashina,2024-03-14
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@Outstaffing_it_RL,#avaliable #outstaff #asap #python #backend освободились специалисты на аутстаффинг python middle. готовы подключиться к вашему проекту asap вам остается лишь провести финальное интервью и принять решение предоставим штатных разработчиков или подберем специалистов у партнеров бронь специалиста за вами до 48 часов 9 из 10 предложенных нами специалистов выходят на проект заказчика для обсуждения условий сотрудничества cv и рейтами обращайтесь в лс @outstaffing_it_rl для обсуждения условий сотрудничества cv и рейтами обращайтесь в лс @outstaffing_it_rl,2024-03-14
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@scrip_tech,#available #outsource #ios #flutter #qaauto #reactnative #outstaff #резюме #ищу не вакансия scrip tech - команда опытных разработчиков с 5+ летним опытом на рынке занимаемся разработкой мобильных приложений под платформу ios и android делегируем своих опытных разработчиков в успешные команды для работы над проектами в различных компанияхаутстафф сейчас есть в команде самые опытные qa flutter react native js специалисты ios android разработчики открыты и рады к абсолютно разным видам сотрудничеству оплата 25-30час в зависимости от проекта и разработчика возможность принятие оплаты в криптовалюте. локация армения формат работы удаленная делаем полностью проект либо делегируем разработчика к вам в команду занятость фулл-тайм парт-тайм проектная по вопросам сотрудничества пишите менеджеру в тг @scrip_tech,2024-03-14
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@JDPlex_outstaff,#available #middle #senior #junior #outsatff #fulltime #parttime #bitrix #flutter #unity #technicalwriter #architect #qa всем привет наши свободные специалисты. fulltime кирилл flutter middle + рф. александр аналитик битрикс24 seo специалист маркетолог middle рф. андрей unity developer senior рф иван qa manual middle рф. никита react native и nodejs и react middle + рб. анатолий битрикс битрикс 24 dynamics 365 middle дмитрий react native senior рф илья devops middle+ рб parttime николай тех писатель middle+ рф. илья системный архитектор senior с++ php рф старт asap за резюме и подробностями в лс @jdplex_outstaff,2024-03-14
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@NewHRTech,#available #outstaff #developer #fulltime свободны штатные специалисты по хорошим ставкам golang. ios. android. flutter. frontend react. uiux по всем вопросам пишите в личку @newhrtech,2024-03-14
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@Anetyshka,#available #outstaff #asap #remote #angular #python #java #devops #php #reactnative #net #android #ios hello everyone from getapp group available developers on outstaff no vacancies angular developer nodejs developer python developers java developers devops php developers react native developers net developers android developer ios developer location start asap we dont work with rf and rb rates and cv - @anetyshka,2024-03-14
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@ana_star23,коллеги привет для ваших проектов доступны наши штатные специалисты локация рф qa auto middle+ senior mysql написание автотестов java python bash sql selenium linux git spring framework автоматизация тестирования jenkins docker php javascript nodejs mysql h2 bs4 java senior java se 811 spring boot spring data spring security spring cloudnetflix bitbucket gradle maven cicd teamcity gitlab jenkins sql postgresql kafka jpa hibernate jdbc r2dbc agile scrum tdd junit mockito spring testing framework testcontainers jira confluence liquibase flyway реактивное программирование навыки профилирования rabbitmq bpm camunda junit mockito docker kubernetes openshift elk grafana prometheus python kotlin eip msa gof grasp solid dry yagni kiss checkstyle sonarqube jasper саба middlemiddle+senior бизнес-анализ системный анализ сбор и анализ информации разработка технических заданий разработка инструкций прототипирование моделирование бизнес процессов постановка задач разработчикам проведение тестирований подготовка отчетов sql bpmn uml api postman rest soap jira confluence user story user case figma xml json scrum java middle+ sen java jenkins docker git agile cicd elasticsearch gitlab kubernetes mongodb spring boot sql jpa rest api postgresql apache tomcat spring data умение разбираться в чужом коде системное программирование автоматизированное тестирование tdd code review docker-compose spring camunda bpmn kafka nosql разработка по java se react middlemiddle+ javascript html css react адаптивная верстка бэм redux typescript scss внедрение crm golang middle golang rest redis docker linux postgresql apache kafka prometheus clickhouse jira grpc elasticsearch rabbitmq css javascript git cicd mongodb python apache cassandra redis postgresql mysql docker kubernetes unix cc++ php sql nginx рассматриваем долгосрочные проекты на фуллтайм по всем вопросам пишите @ana_star23 #available #outstaff #remote #fulltime #qa_manual #qa_auto #java #sa #ba #react #go #golang #python,2024-03-14
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@may_artur,вашему вниманию предлагается middle бэкенд-разработчик с более чем 3-летним опытом работы ключевые навыки и технологии django fastapi для эффективного и быстрого создания веб-приложений. sqlalchemy postgres mariadb для уверенной работы с базами данных. redis rabbitmq для построения масштабируемых приложений и систем обработки сообщений чем наш специалист выделяется на фоне других - обладает самодостаточностью и способностью к самостоятельному решению сложных задач. - проявляет разборчивость в подходах к разработке обеспечивая высокое качество и производительность кода. - владеет уникальной способностью находить тонкие причинно-следственные связи что позволяет эффективно решать даже самые запутанные проблемы. - быстро находит и устраняет баги минимизируя время на отладку и поддержку рейт 2000 рублейчас для связи. @may_work не упустите уникальную возможность усилить свою команду крепким middle специалистом готовым взяться за самые сложные и интересные проекты cv по запросу в личку #django #fastapi #sqlalchemy #postgres #mariadb #redis #rabbitmq #middle #fulltime #parttime #backend,2024-03-14
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@mozijane,коллеги всем привет активно ищем проекты для штатных разработчиков свободные ресурсы локация рф 1 сергей в react - свободен. 2 владимир п битрикс - свободен. 3 геннадий г react - свободен. 4 гаджимурад м python django - свободен. 5 андрей л php laravel vuejs - свободен с 1 апреля fulltime от 1 мес tg @mozijane it компания evapps мы в toп-10 лучших аутстафф-компаний россии,2024-03-14
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@nikita73ul,друзья добрый день компания норд клан готовы предоставить широкий спектр специалистов и целую команду разработчики java c# net node react vue angular android ios и др аналитики са ба qa qaa ставки высокие приходите в личку с запросами указав компанию которую вы представляете и кого ищите,2024-03-14
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@dashakln,#available #middle #senior #outsatff #fulltime #parttime #laravel #php #vue #nuxt #node #python #fulltime #bitrix #react #nest #yii #angular #golang #nuxt коллеги добрый день это команда itwit актуализирую наши свободные ресурсы fulltime golang middle опыт 3+ лет golang middle опыт 25+ лет golang middle опыт 2+ лет php laravel middle+ опыт 13+ лет laravel senior опыт 10+ лет php laravel middle+ опыт 5+ лет php yii2 middle опыт 3+ лет python middle опыт 3+ лет python middle опыт 2+ лет python middle опыт 25+ лет reactjs middle опыт 3+ лет reactjs middle опыт 3+ лет reactjs middle опыт 3+ лет reactjs middle опыт 25+ лет vuejs middle+ опыт 5+ лет vuejs nuxtjs middle опыт 2+ лет parttime 1с-bitrix middle+ опыт 6+ лет nodejsreactjs senior опыт 6+ лет nodejs middle опыт 5+ лет python middle опыт 5+ лет python middle опыт 6+ лет reactjs react native nodejs middle+ опыт 65+ лет php laravel middle опыт 5+ лет доступный рейт по всем вопросам рейтам cv - пишите нам @dashakln или @efetisov,2024-03-14
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@ameshkovets,всем привет. #available #outstaff #developer #fulltime #backend #fronend #bitrix #php #laravel #web #middle #react #bitrix #qa #ba #sa #design #ui #ux #asap мы готовы передать на аутстафф уже сейчас middle+ bitrix + php developer дмитрий п доступен asap более 3 лет опыта bitrix php laravel. ставка от 2000 senior qa manual александра к доступен asap более 5 лет опыта все виды ручного тестирования работа с базами данных создание тестовых данных и обработка с помощью sql запросов. ставка от 1800 middle+ saba елена м доступна asap более 5 лет опыта atlassian trello illustrator miro bpmn uml. ставка от 2100 middle продуктовый аналитик uiux designer федор с доступен c 0104 более 3 лет опыта figma usm cjmujm uxui. ставка от 1700 middle+ uiux designer дина с доступна c 0104 более 4 лет опыта figma usm cjmujm uxui teamlead. ставка от 1700 если вас интересует просьба писать в личку @ameshkovets,2024-03-14
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@varyukh1n,#available #1c компания центр бизнес автоматизации сайт centrone есть свободные аналитики 1с программисты 1с разработчики-программисты 1с уровня middlesenior знания по конфигурациям ут erp унф бп зуп ка - рейт от 1950 до 2100 аналитики со знаниями блоков регламентированный оперативный финансовый кадровый зарплатный производственный бюджетирование казначейство рейт от 1950 до 2200 вариант работы full-time реализация проектазадачи резюме специалистов и реализованные проекты предоставлю контакт для связи +7 915 939 38 35 @varyukh1n,2024-03-14
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@diagsid,#ищу #outstaff #senior #golang ищем golang разработчика. грейд senior требования. - отличное владение golang. - cтаж в коммерческой разработке не менее 4 лет. - опыт работы с git - опыт работы в linux - опыт работы с docker - понимание solid и знание основных паттернов проектирования - понимание работы основных сетевых протоколов tcp http dns - опыт работы с высоконагруженными системами - опыт работы с хотя-бы с одной nosql-бд redis tarantool или др - умение писать unit-тесты будет плюсом - опыт работы с grpc - опыт работы с tarantool бд - опыт работы с postgresql - опыт работы с kafka - опыт профилирования go приложений и написания benchmark обязанности - тех ревью code review контроль качества кода - помощь в решении задач - создание новых микросервисов для интеграции с многочисленными внешними системами и новыми продуктам. - развитие функционала существующих микросервисов - работа с tarantool reindexer memcache redis consul рейт до 2700 без ндс контакт @dexitru,2024-03-13
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@Anetyshka,#available #outstaff #asap #remote #angular #python #java #devops #php #reactnative #net #android #ios hello everyone from getapp group available developers on outstaff no vacancies angular developer nodejs developer python developers java developers devops php developers react native developers net developers android developer ios developer location start asap we dont work with rf and rb rates and cv - @anetyshka,2024-03-13
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@shusha14,#available #whitelabel #outstaff #asap #remote #python #nodejs #android #ios #angular #reactnative #flutter #ba #qa #php #react #uxui ми українська аутсорсаутстафф компанія - light it global пропонуємо наших штатних вільних розробників різного рівня на аутстафф white label не вакансії angular middle php senior uxui designer middle react senior flutter middle qa middle nodejs middle python middleseniorlead локація start asap ми не працюємо з рф та рб за рейтами та cv - @shusha14,2024-03-13
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@silwerhof,#available #outstaff #python #django #react #project всем привет доступны штатные специалисты для работы на аутстафф по направлениям frontend-разработчик react middle от 1700 рчас backend-разработчик python django middle от 1700 рчас project-manager от 1700 рчас сотрудничаем worldwide за подробной информацией @silwerhof,2024-03-13
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@manager_belitsoft,#available приветствую коллеги а у нас обновления среди наших штатных разработчиков на бенче php уровень junior - seniorlead english level b1-b2 локация беларусь vuejs уровень junior - seniorlead english level b1- b2 локация беларусь ba уровень middle - senior english level b2-c1 локация беларусь польша react уровень junior - senior english level b1-b2 локация беларусь польша manual qa уровень middle english level b1-b2 локация беларусь aspnet core уровень middle - senior. english level b1-b2 локация беларусь nodejs. уровень middle - senior. english level a2-b2 локация беларусь ios. уровень senior+. english level b2+ локация беларусь pm уровень middle-senior english level b2 локация беларусь devops. уровень middle english level b1- b2 локация беларусь буду рада ответить на дополнительные вопросы контакты @manager_belitsoft,2024-03-13
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@prizra4naya,свободные специалисты на outstaffoutsource от it test коллеги добрый день у нас свободны следующие штатные специалисты aqa java aqa python qa senior middle и middle+ все тестировщики с опытом в аутстаффе разный стаж работы отличные soft скиллы и отзывы заказчиков крупные и сложные проекты свой тестовый стенд мобильных устройств 300+ единиц покроем любые тестовые сценарии. при аутстаффинге qa дополнительно бесплатно внедрим tms doqa на всё время проекта flutter dev - middle+ php dev - senior go dev - middle+ angular - seniormiddle+ локация рф за подробностями резюме и прайсом пишите в лс @prizra4naya #available #outstaff #frontend #backend #qa #qa #autoqa #automationqa #manual #тестировщик #тестирование #ручники #автоматизаторы #php #go #golang,2024-03-13
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@Else_outstaff,#available #outstaff #middle #middle+ #senior #contract #subcontract уважаемые коллеги наша команда itfactory инн6166128990 готова предоставить на аутстафф ____________________________________________________________________________________. #trello. #java. #java 8 11. севада middle+ java-разработчик 5 лет опыта. языки программирования java java 8 11. инструменты управления проектами и отслеживания дефектов системы управления проектамиотслеживания дефектов jira trello. ставка 2700 ____________________________________________________________________________________. #bitrix24. #bitrix framework. #laravel. #php. сергей senior php-разработчик 11 лет опыта. компетенции php laravel bitrix framework d7 api ооп. системы контроля версий github gitlab bitbucket. опыт работы с сервисами figma trello bitrix24 jira. рейт 2800 ____________________________________________________________________________________. #nodejs. #typescript. #reactjs. даниил middle reactjs-разработчик 3 года опыта. стек reactjs typescript nodejs memcached postgres docker gitlab. рейт 2000 ____________________________________________________________________________________. так же у нас есть и другие специалисты с обширным опытом работы свободны и можем оперативно вывести их на проект за более детальной информацией пишите @else_outstaff,2024-03-13
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@yuliia_smartbrainio,#вакансия #vacancy #job #работа #ml #fulltime #удаленно #remote #azure #nvidia вакансия machine learning engineer nvidia dgx llm azure. компания smartbrain. месторасположение удаленно вне рф снг украины ирана китая. график работы полный рабочий день можем рассмотреть проектнуючастичную занятось. зарплата 4000-5600 компания является профессиональным сервисным партнером с более чем 14-летним опытом в области ai-консалтинга компания помогает rd команде разрабатывать продукты и решения с помощью новейших инструментов из технологического стека nvidia задачи - деплой llm в azure. - работа в англоязычной среде. - менеджерские навыки для управления командой требования. - опыт работы в роли ml-инженера. - умение разбираться в деплое в azure на высоком уровне. - экспертное знание llm nvidia dgx. - опыт работы с azure умение производить деплой llm в azure английский язык от b2 обязательно разговорный контакт в telegram для предоставления резюме @yuliia_smartbrainio,2024-03-13
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@zakharova_volna,привет ищем проекты для наших свободных специалистов. в настоящее время у нас есть свободные ресурсы по 1c java php android ios и тд пишите в телеграм @zakharova_volna,2024-03-13
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@polina137,#lookfor #odoo коллеги ищем senior и middle специалистов с odoo стек технологий python odoo v15 postgresqlgit. опыт работы с odoo от 3 лет основные задачи будут связаны с решением проблем производительности odoo 5 месяцев с возможным продлением локация рф рб. готовность к командировкам присылайте cv и в лс @cronitcv,2024-03-13
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@Rozum_Tech,добрый день коллеги у нас имеется большое количество доступных разработчиков все готовы выйти на интервью в ближайшее время рейты доступные от 20h до 40h на проекты с длительностью от 6 месяцев рейты еще ниже доступные разработчики senior flutter developer. stack dart flutter sdk flutter async flutter stripe clean architecture bloc. location poland. english b2 senior flutter developer. stack dart flutter sdk flutter async flutter web clean architecture bloc firebase. location poland. english b1 senior c#netangular developer. stack c# asp net asp net core wpf net enity framework mysql postgresql. location poland. english b2 middle+ ios developer. stack swift uikit firebase mvvm viper combine moya alamofire. location poland. english b1 middle flutter developer. stack dart flutter sdk flutter async firebase clean architecture bloc. location poland. english b2 middle react developer. stack javascript typescript react next redux jest. location poland. english b2 senior wordpressangular developer. stack php javascript typescript angular wordpress htmlcss. location poland. english b1 senior full-stackjs developer. stack javascript typescript react next vue nuxt angular nodejs nestjs redux vuex. location poland. english b2 middle+ aqa python. stack python robot framework aws jenkins selenium appium jmeter zephyr. location poland. english b2 middle qa manual. stack manual testing sql postman. location poland. english b2 senior ios developer. stack swift uikit lotti cosmos realm firebase mvvm viper mvc. location poland. english b1 senior devops developer. stack aws kubernetes dcoker terraform terragrunt nginx jboss jenkins github actions gitlab ci. location poland. english b2 middle vuereact developer. stack javascript typescript react vue next nuxt redux vuex. location poland. english b2 все разработчики готовы выйти на интвервью в кратчайшие сроки по поводу рейтов cv и других вопросов - пишите в лс,2024-03-13
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@intentions_hr,#available #outstaff компания интеграция дистрибуция проекты локации освобождается штатный специалист seniorlead ios developer опыт работы 25+ лет ios c 2009 года стек swiftui swift ios foundation uikit snapkit rxflow rxswift combine objective-c контакт @intentions_hr,2024-03-13
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@efimovdron,#remote #outstaff #fulltime #asap #available #outstaff #typescript #react #java #python #php #vue #senior #middle. коллеги добрый день для ваших проектов есть штатные разработчики. все специалисты после внутренней экспертизы seniorlead python локация рф senior react локация рф middle+ php локация рф senior java локация рф senior vue локация рф за cv и рейтами обращаться в лс - @efimovdron,2024-03-13
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@kate_slav,#available #outstaff #asap #remote #angular #python #java #devops #php #reactnative #net #android #ios hello everyone from getapp group available developers on outstaff no vacancies angular developer nodejs developer. python developers java developers. devops. php developers. react native developers. net developers. android developer. ios developer location start asap we dont work with rf and rb rates and cv - @kate_slav,2024-03-13
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@Olesya_Bombelova,#available #outstaff #ux #ui #animation #graphic #web #mobile #java #python #fullstack #android #fulltime всем привет. ищем новые проекты для наших специалистов. готовы выйти asap uxui designer senior рейт 2000 uxui designer middle анимацияmotion design. рейт 1250 uxui designer middle не русскоговорящий. рейт 20 graphic designer junior+. рейт 800 java developer middle рейт 1300 fullstack developer middle+ не русскоговорящий. рейт 25 android developer middle не русскоговорящий. рейт 25 python developer middle не русскоговорящий. рейт 25 data engineermachine learning researcher не русскоговорящий. рейт 2800 подробнее. @olesya_bombelova,2024-03-13
🕵️‍♀️ Аутстаффинг IT-специалистов | Outstaffing IT,@liimut,#lookfor #outstaff #inhouse #remote #ba #sa системный аналитик для fashion ритейлера специализация на маркировке честный знак. основные обязанности сбор и анализ требований к изменениям по разработка технических заданий проработка интеграций интеграционное тестирование устранение сложных инцидентов в качестве 3-й линии поддержки взаимодействие с внешними подрядчиками формирование инструкций и обучение персонала квалификация опыт работы системным аналитиком в ритейле желательно в сфере fashion навыки анализа и документирования требований разработки технических заданий опыт в интеграции систем и интеграционном тестировании способность к анализу и устранению сложных ит-инцидентов отличные коммуникативные навыки место работы удаленное за пределами рф - ок. временная зона москва,2024-03-13
